stop_id,pop_within_200m,pop_within_500m,pop_within_1km
0513HOS,674,3443,38106
0513IMD,2966,17687,95929
0513KIT,0,0,0
0513KWR,0,0,0
0513MDK,0,0,0
0513TER,0,0,0
0600AMB,1114,7122,50342
0600AOV,1114,6965,29852
0600ARC,1116,6993,27984
0600ATS,10722,56816,139544
0600BRB,1535,18699,93020
0600CHK,1114,6965,31107
0600CHO,1114,11308,78812
0600CNG,6565,37347,116505
0600COP,6248,36514,115306
0600DON,1114,6965,29246
0600HGH,3990,14553,49289
0600KIL,1114,6965,29280
0600KIR,1114,6978,29312
0600KNG,5216,32422,134552
0600MBA,2440,14401,51691
0600MIE,1132,7055,28033
0600MON,1126,7012,29261
0600MOS,2440,15254,54919
0600NGM,2440,15129,89902
0600NSO,1114,6965,29304
0600OLM,1193,7228,26775
0600OTH,1125,7035,28015
0600RUS,2381,25896,102889
0600SAA,1125,7025,28373
0600SFK,7005,39319,126193
0600STH,1086,7476,36374
0600TOI,1131,7052,28031
0600VRP,1114,6965,33844
0600YAY,1114,6965,29559
0600ZEB,6217,39040,145596
0601AMB,1114,7167,51580
0601ARB,2440,14503,50877
0601ARC,1115,6987,27978
0601AYO,1114,11664,79703
0601BRB,1502,18504,92615
0601CNG,6691,37653,116855
0601COA,10722,57581,140443
0601CTU,2440,15041,53639
0601DRO,2440,15004,51397
0601ENL,2217,12118,46563
0601FLY,2440,15237,72483
0601GEE,1115,7009,29471
0601HDH,7136,38900,123191
0601HIG,3039,34799,140184
0601HTD,1129,7049,28027
0601INT,1114,6965,31845
0601IRN,1969,24184,100500
0601KIR,1114,6977,29430
0601KON,5961,35811,114445
0601MGA,2440,14510,53496
0601MON,1126,7010,29492
0601NAT,2440,14926,47353
0601NEU,1114,6965,29358
0601OLL,2440,14771,51649
0601PCE,2636,30453,131467
0601QUA,1114,6965,33597
0601SFK,7139,39773,126847
0601THT,1130,7049,28029
0601THY,1126,7040,28019
0601TWZ,6489,39686,146870
0601WAR,7109,41769,138782
0602STP,757,6775,46531
0603COP,10722,66098,152120
0603KNG,5275,32411,134395
0603STB,1193,7456,27257
0603YAY,1114,6965,29489
0610GEE,1116,7011,29217
0610GOP,794,5469,24018
0610GPO,757,4757,22025
0610HUL,1114,7203,35736
0610IAY,1114,6965,32849
0610INM,757,4816,22190
0610KSS,7029,40316,129636
0610MHS,2329,16481,70315
0610MKF,5315,37127,145763
0610NWH,1114,6965,33332
0610PNF,1114,6965,31231
0610RMX,1114,6965,31619
0610SER,1114,6908,29249
0610SHP,808,5716,26336
0610SOK,10722,61239,167203
0610VAJ,2440,14566,51162
0611BKS,2440,15254,51874
0611CKA,1114,6965,31051
0611COM,1114,8411,37707
0611DOD,1114,8058,38259
0611GPO,759,5324,23754
0611HGH,1749,11176,44970
0611HUR,1114,7081,35322
0611ISP,1114,8897,40244
0611IYQ,2440,14591,51189
0611KIL,1114,6966,29421
0611MKF,5499,37622,146381
0611NAV,1114,6965,29873
0611SEB,2440,15168,53572
0611SOK,10722,61377,167322
0611SRN,1114,6964,30115
0611VJA,2440,14478,51009
0611VRP,1114,6965,34320
0611YAY,1114,6965,30142
0613MWI,8827,50153,151001
0700AAY,1114,6965,29635
0700ABB,2366,14789,51439
0700ABN,158,989,3959
0700ACI,0,0,0
0700ADR,0,0,0
0700AIA,1477,7568,25966
0700AIC,2366,19476,87485
0700AIV,158,1163,4845
0700AKA,0,0,0
0700AMD,164,1043,5619
0700AOT,0,0,0
0700AOW,1487,9460,34975
0700ASM,0,0,0
0700AYY,1114,6965,28577
0700BDB,0,128,1035
0700BID,5834,35146,131091
0700BMC,1718,10964,49642
0700BMY,1785,10774,41811
0700BPS,6408,36855,134853
0700BRM,2440,14454,50891
0700BTG,2366,14767,67044
0700CAH,2157,15011,65789
0700CDT,1721,10697,42287
0700CKK,2366,13275,44305
0700CRP,158,989,3959
0700CUM,1717,10988,47254
0700CWH,0,0,0
0700CWT,0,0,0
0700DBS,158,989,4428
0700DCR,173,1084,3704
0700DCT,4748,26168,95894
0700DDO,1114,7768,37659
0700DIN,1566,10999,49635
0700DNO,158,989,4636
0700DRI,2556,16948,71165
0700EAY,9366,50418,121998
0700EOL,0,0,0
0700E'P,0,0,0
0700ESU,1510,10414,50976
0700ETN,1114,7001,28098
0700ETR,0,0,0
0700EUI,4375,26395,103395
0700FDI,2366,14732,56702
0700FED,1114,6965,33632
0700FJS,9486,58199,149943
0700FMK,234,1116,3480
0700FVM,644,3736,13081
0700GBK,0,0,0
0700GCP,871,5153,15868
0700GEH,1111,7646,54842
0700GGL,0,0,0
0700GMW,1133,7056,28187
0700GNG,1762,11102,44243
0700GPF,0,393,4348
0700GRS,0,0,0
0700GRU,0,0,0
0700/HI,1952,11575,50146
0700HKA,80,549,2187
0700HRW,0,0,0
0700HSN,6506,40573,141060
0700HTA,0,0,0
0700HVE,175,1091,3518
0700HVI,2075,14359,63829
0700HWA,0,0,0
0700IBI,4560,27407,100502
0700IER,5373,28018,99104
0700IOO,836,4844,19037
0700IRI,1485,8943,29595
0700ITO,120,752,3734
0700IUA,120,752,4601
0700JAN,120,752,3008
0700JER,2366,16422,93043
0700JKW,0,0,0
0700JLD,2131,16552,85044
0700JNR,4421,24525,89660
0700JOO,124,754,2725
0700JPS,2440,13434,51095
0700KAC,0,0,0
0700KAK,0,0,0
0700KCQ,2440,15254,53582
0700KDN,158,989,3982
0700KEH,170,1001,3307
0700KEL,158,989,3959
0700KEO,718,6656,26077
0700KEQ,4032,26080,106811
0700KII,6418,38992,128579
0700KIM,1726,12642,58370
0700KMH,2366,14789,56824
0700KMJ,2366,14789,56753
0700KMM,158,989,3688
0700KON,0,0,0
0700KPG,808,4142,11726
0700KPI,158,989,3959
0700KPL,158,989,3959
0700KRA,9598,54995,159052
0700KRR,0,0,0
0700KSS,0,0,0
0700KVE,0,0,0
0700KWK,0,0,0
0700LEA,431,2424,10805
0700LEM,1122,9353,65177
0700LHI,6540,37841,121057
0700MAA,0,0,0
0700MAU,55,363,1733
0700MDA,2239,12711,79704
0700MDR,120,752,3008
0700MHU,1724,11047,46049
0700MKC,0,0,0
0700MMB,2366,13699,83118
0700MNO,0,0,1244
0700MOG,2440,19808,100496
0700MRT,832,4445,17765
0700MSK,6531,39850,141366
0700MTM,856,5360,22882
0700MTO,158,989,3959
0700MUL,4651,27421,98380
0700MUM,858,5388,21592
0700N44,0,0,0
0700NCS,1136,7009,27749
0700NDU,4407,21925,82603
0700NHF,1834,11511,44102
0700NKA,0,0,0
0700NMA,0,0,0
0700NMI,1132,7053,28184
0700NPC,0,0,0
0700NPS,856,5356,25111
0700NUQ,1136,7094,28238
0700NWA,868,5338,20244
0700NYA,158,989,3959
0700NYM,158,989,3959
0700OAA,4931,32360,123740
0700OLM,9401,58537,141371
0700OOH,2433,13098,62994
0700OOR,757,6531,46605
0700OOT,1136,7002,27735
0700ORK,0,0,0
0700ORS,0,0,0
0700OST,0,0,0
0700PBG,4472,30562,119063
0700PCS,0,0,0
0700PTR,0,0,0
0700PWA,640,3906,19857
0700RAC,649,4044,15766
0700RCK,2366,14789,55781
0700RCR,434,2687,9590
0700REL,1111,7472,50697
0700RIR,1113,7162,51913
0700RMN,0,0,0
0700RNG,1733,10995,57109
0700RPR,217,1279,4153
0700RSP,2366,14693,60401
0700RSR,4466,27074,100721
0700SAD,158,989,3591
0700SAN,0,0,0
0700SGR,1741,11021,39583
0700SHW,158,989,3959
0700SJK,1301,6892,24568
0700SJL,4710,26568,95388
0700SMK,1547,9572,41315
0700SPC,493,3232,10257
0700STK,1751,10064,32504
0700STY,2366,13861,66858
0700SUC,2439,13123,69067
0700TBK,1112,8783,40421
0700TDI,0,0,0
0700TED,661,4490,45321
0700TLF,158,989,3959
0700TON,9628,49449,167418
0700TRD,1746,11029,43227
0700TSK,0,0,0
0700UAS,1852,13142,60082
0700UKG,0,0,0
0700ULT,0,0,0
0700UNV,0,0,0
0700URB,955,5981,22708
0700WAG,0,0,0
0700WIJ,433,2748,9719
0700WTA,860,5395,21605
0700ZBA,0,0,0
0700ZEK,0,0,0
0700ZLL,1113,8018,60563
0701ACC,0,0,0
0701ACH,457,3142,10091
0701ACI,0,0,0
0701ADA,1778,11120,59854
0701ADC,5702,34093,143042
0701AEE,0,0,0
0701AHS,0,0,0
0701AIU,158,1018,5269
0701APA,1858,11482,47819
0701ATO,1883,11358,56309
0701AUT,0,0,0
0701BCA,2,192,1243
0701BLC,0,0,322
0701BMK,1651,10440,41176
0701BPP,6221,36602,134689
0701BPS,1997,16081,82669
0701CCL,0,0,0
0701CMD,1787,10922,42835
0701CRS,158,989,3959
0701CWH,0,0,0
0701DAM,1769,11097,59588
0701DBO,158,989,4615
0701DCR,4476,25427,94615
0701DCT,169,1055,3718
0701DFA,1114,6965,33548
0701DNL,0,0,0
0701DUA,1746,12755,58676
0701ELP,0,0,0
0701EMO,2440,15254,54897
0701FGK,1111,7522,50219
0701FGS,0,0,0
0701FIR,2440,20862,83717
0701FJE,9489,58221,150258
0701FRK,161,992,3303
0701GAC,0,0,0
0701GCU,871,5087,16053
0701GDB,1626,11626,52952
0701GDR,158,989,3959
0701GGS,0,0,0
0701GHS,1114,8890,63352
0701GRD,0,0,0
0701GRG,0,0,0
0701GTR,0,0,0
0701ITE,1111,8287,58584
0701ITG,839,4228,11869
0701JBC,126,759,2745
0701JCR,2366,15766,91062
0701KAR,9611,54507,160297
0701KBG,2440,16861,93395
0701KCC,158,989,3640
0701KDF,158,989,3982
0701KFR,158,989,3959
0701KJI,5959,37464,123541
0701KMC,0,0,0
0701KMH,0,0,0
0701KNC,0,0,0
0701KNK,0,0,0
0701KNO,716,6756,25848
0701KNR,0,0,0
0701KON,0,0,0
0701KPC,156,1143,6384
0701KPY,2366,14642,57784
0701KRC,2366,14789,54733
0701KRE,3798,25279,105335
0701LNA,410,2374,10706
0701LRI,1462,7678,26239
0701MGJ,2440,21481,105838
0701MHS,85,609,2338
0701MKA,7737,42999,155952
0701MTS,0,0,0
0701MTW,2249,12674,79218
0701MUT,829,4444,17809
0701N44,0,0,0
0701NDL,158,989,3959
0701NDW,4232,21391,81105
0701NGD,2366,13738,83875
0701NGR,0,0,0
0701NHS,2440,16420,73912
0701NJR,9628,49050,167372
0701NMO,0,0,0
0701NMY,1114,8201,37103
0701NPC,2440,18529,88424
0701NSC,2440,13507,75384
0701NSP,2366,14789,56634
0701NTO,158,989,3959
0701NVI,4392,27015,99615
0701NVV,0,0,0
0701NWT,2440,20330,101716
0701NYH,0,0,0
0701NYI,158,989,3959
0701OEN,0,0,0
0701OLY,9378,57820,137907
0701PAC,1115,8893,63669
0701PBG,4184,27235,110225
0701PCY,0,0,0
0701PKA,2440,13154,68958
0701PMS,0,0,0
0701PPT,158,989,4403
0701PSA,1775,11114,55111
0701PTR,0,0,0
0701PWY,596,3789,20063
0701RCE,599,3925,15340
0701REU,4147,26234,106373
0701RHP,209,1264,4125
0701RNR,0,0,0
0701ROS,2437,13135,63248
0701RSF,3303,18992,75733
0701RSP,2366,14691,60697
0701SAT,2366,14788,69089
0701SBR,2366,14789,56150
0701SDP,571,3392,10570
0701SFY,1836,11124,35469
0701SHK,230,1102,3446
0701SHS,158,989,5120
0701SHT,158,989,3561
0701SJC,4521,26807,96354
0701SJO,2366,14789,51797
0701SMA,10722,65522,150450
0701SMH,1111,7494,50485
0701SMN,0,0,0
0701SMR,1494,9471,40613
0701SSR,9628,51948,164830
0701STP,120,752,30830
0701SWD,1783,11125,37466
0701SYU,0,0,0
0701TAN,1776,11102,43167
0701TAT,0,0,0
0701TGA,2440,23519,94549
0701THR,556,4874,20433
0701TKS,1778,11102,43343
0701TRE,1926,11467,59180
0701TSK,0,0,0
0701TTE,2440,15570,120784
0701TTW,0,0,0
0701UAK,0,0,0
0701UCN,1893,11427,49290
0701UGK,0,0,0
0701UKC,0,0,0
0701UMJ,61,396,1822
0701UTM,0,0,0
0701VNS,0,0,0
0701WGT,465,3480,17248
0701WMA,0,0,0
0701WNK,2440,13225,81681
0701WOO,2440,20189,105863
0701WRG,158,989,3959
0701WTK,860,5395,21604
0701WWU,330,2097,12494
0701YAA,1114,6965,29821
0701ZMB,0,0,0
0702DCS,1275,9537,40287
0702KDC,1325,9635,40252
0703DGT,166,1080,5040
0703EQY,9366,49714,120906
0703KIS,0,0,0
0703MHR,2366,14443,47310
0703UTP,407,2293,13364
071004_,1112,8276,41925
071064A,5298,33555,127023
0710A.A,0,0,0
0710AAY,1114,6965,28892
0710ADC,1737,11018,58842
0710AEA,434,2768,10522
0710AHE,1136,7075,28137
0710AHL,0,0,0
0710AIJ,1128,7040,28160
0710AJA,1132,7055,28193
0710AJI,1128,7041,28163
0710BBT,1755,10994,43543
0710BLL,0,2,577
0710BUM,3,198,1255
0710CAE,757,4735,21920
0710CCT,1733,11103,44780
0710CEI,757,4731,21844
0710CME,1750,11027,44531
0710CNG,158,1022,5255
0710DAC,5308,33145,140863
0710DCD,5275,33407,126118
0710EAY,1113,7234,47026
0710ELK,1392,9795,40847
0710ELS,0,0,0
0710EOE,1125,7011,29363
0710ESW,1392,9641,38201
0710FGP,1111,7511,50476
0710GID,158,989,3959
0710GKI,1535,9862,44322
0710GON,10722,63050,164868
0710GVC,0,0,0
0710GVN,1114,6965,28129
0710GYE,1114,7006,29569
0710HAK,0,0,0
0710HAO,1125,7035,28015
0710IAA,0,0,0
0710IEP,1742,11019,50695
0710IIH,1114,6965,29498
0710IKM,7928,43601,157297
0710IM&,757,4895,22410
0710IMJ,1813,11369,47234
0710INA,1018,6365,25632
0710INP,1136,7104,27985
0710IOS,10482,53945,161698
0710JPS,0,0,0
0710JSS,2440,14832,64601
0710KEM,2440,15199,91602
0710KJS,1112,7507,45256
0710KNA,0,0,0
0710KNS,2440,15160,52442
0710KRD,1727,10993,58957
0710KWA,1114,6974,29588
0710KWN,2366,12952,48218
0710KYJ,6360,38382,124360
0710LHB,1126,7027,28321
0710LIB,1114,7245,51879
0710LIV,1114,6965,29208
0710LNE,1133,6976,27667
0710LNN,592,2848,11517
0710MAU,0,0,0
0710MIH,856,5741,31132
0710MIR,1770,11113,44216
0710MTE,0,0,0
0710MWA,0,0,0
0710MY/,4294,26417,105570
0710NAA,1537,15394,77793
0710NAL,1713,10932,54395
0710NAN,1136,7086,28232
0710NAQ,1809,11225,44895
0710NCU,1136,7089,28273
0710NEA,1114,6965,27989
0710NKT,1695,10574,42024
0710NLA,1114,6965,27989
0710NWA,5980,35449,131318
0710OAE,1753,11057,59429
0710OLS,9382,57965,138446
0710OSV,0,0,0
0710OUK,1136,7086,28229
0710PBW,1131,6969,27656
0710PMP,158,938,3327
0710POD,1759,11075,54872
0710RAC,1734,11010,58936
0710RAR,1136,7074,28131
0710RAV,636,6644,40345
0710RCN,1132,7056,28194
0710RCS,0,739,5636
0710RFO,1648,11307,51069
0710RII,1493,8958,29612
0710RIT,1114,7001,28098
0710RJG,0,0,0
0710RKU,0,0,0
0710RLN,701,5657,36737
0710RLU,10722,64784,157403
0710RNP,1136,7104,27991
0710RUE,1136,7084,28265
0710RUP,1136,7094,28235
0710RYA,120,752,3008
0710SAA,1114,6965,27959
0710SAE,1120,7009,27998
0710SAO,0,0,0
0710SEL,577,3399,10592
0710SGT,1114,6965,37537
0710SH4,8845,50207,151147
0710SHO,158,989,5128
0710SIN,6614,40115,136029
0710SNI,1114,6965,27957
0710STO,1130,7049,28029
0710TAK,8675,44400,141573
0710TAY,1114,12678,82010
0710TLH,1756,11061,59186
0710TNA,1534,10250,42874
0710TOR,2326,16332,72165
0710TOS,10722,56588,167113
0710TRU,864,5097,19660
0710TSS,0,0,0
0710TTL,1772,11080,54686
0710UKT,0,0,0
0710UML,0,0,0
0710UMS,0,0,0
0710VAS,0,0,0
0710VIC,1111,7392,49437
0710WRE,628,3936,17800
0710WSE,1341,10645,69489
0710WWD,158,989,3959
0710YAA,1114,6965,29512
0710ZAR,1761,11075,59452
07113AV,1512,10193,42753
0711AAD,1765,11088,59882
0711ADA,1035,12799,62053
0711AGI,1108,6908,27560
0711AIU,0,0,0
0711ALA,2440,15170,90227
0711ALT,1392,8358,36651
0711AOE,2440,14932,75428
0711AON,1273,6904,24655
0711ARC,1769,11095,59902
0711ARK,7049,38088,133343
0711ASS,0,0,0
0711ATC,1108,6904,27559
0711ATG,1783,11217,52215
0711ATM,2190,15284,71508
0711AUH,858,5390,21596
0711BLB,0,20,672
0711CAB,1060,6631,26023
0711CVL,120,752,29443
0711DKI,1260,9741,44731
0711DRC,0,0,1818
0711EAA,1784,11134,60279
0711EAS,120,752,18598
0711EDE,3301,15285,52704
0711EGN,1544,16638,69517
0711EHR,820,6722,40977
0711EKT,1580,9592,32460
0711EOA,1193,7456,27253
0711EOD,1109,6910,27590
0711ERE,1919,11458,45362
0711ETH,4332,15829,51700
0711GCP,2440,33691,146471
0711GTD,1455,9778,44283
0711HD/,1110,6907,27192
0711HNT,1716,10715,45183
0711HOR,1787,11118,54289
0711HRT,489,2828,10954
0711IEE,4192,22948,69251
0711IGM,1805,12994,59321
0711IHR,806,6724,40950
0711III,4429,28172,111867
0711IMP,1807,11357,47658
0711INI,757,5312,24608
0711(IO,1671,9887,35871
0711IRI,1513,7995,26856
0711ISN,0,0,0
0711IUU,0,0,0
0711IWA,158,989,3959
0711JDO,2152,16572,85415
0711JKR,1790,11212,44733
0711JOG,154,845,3017
0711KEM,2440,15195,89065
0711KNG,2366,13300,49831
0711KNO,0,0,0
0711KNY,0,0,0
0711KRG,0,0,0
0711KRN,158,989,3959
0711LH.,4382,26926,97253
0711LIA,1861,11489,47862
0711LLE,1392,9848,41230
0711LMO,2440,14971,74407
0711LNN,621,3147,11970
0711LRI,1455,8177,27382
0711LSO,4432,28184,111890
0711LTD,1045,6514,38600
0711MAA,1764,11084,59843
0711MAT,856,6729,33572
0711MCP,1831,11297,45119
0711MET,1103,6869,27423
0711MGU,0,0,0
0711MJH,2440,14792,66360
0711MKP,158,989,3959
0711MLK,6302,38937,139769
0711MOS,3142,19858,73410
0711MTE,856,5907,31608
0711MTI,158,989,3959
0711MTL,1776,11113,59754
0711MUI,857,5046,19537
0711MUM,1036,7358,37793
0711MUR,0,0,0
0711MUT,856,5359,23399
0711MWE,856,5355,25368
0711NAT,1870,11299,45047
0711NEW,2440,18769,128180
0711NGI,0,0,0
0711NJG,0,0,0
0711NKJ,1751,10758,42450
0711NKP,1801,11153,57252
0711NOB,1271,6621,23889
0711NOI,0,2,1770
0711NRW,868,5398,20548
0711NTR,0,0,0
0711NUA,1106,6844,26321
0711OLI,9366,54120,128564
0711OON,830,5778,26393
0711ORI,1109,6892,27436
0711OTP,1781,11212,52222
0711PFE,0,0,0
0711PST,1777,11174,52954
0711PTE,4841,32117,123421
0711QUM,1188,7542,29954
0711RCA,1107,6880,27443
0711REO,1450,11292,51296
0711RSS,871,5234,15583
0711SEK,1409,9680,43993
0711SEN,1111,8591,61078
0711SGO,6340,39490,135663
0711SOA,0,0,0
0711SUN,2440,15254,83973
0711SUR,120,752,4343
0711TER,576,3419,10603
0711TLE,2440,15037,73886
0711TTE,1872,11544,45614
0711UCN,1893,11416,49934
0711UDO,1193,7282,26884
0711UEM,1096,6798,27103
0711UIS,2185,15219,71362
0711UKS,0,0,0
0711UMA,4261,15715,51454
0711UNV,0,0,0
0711'UO,1686,9967,37065
0711UUA,765,5576,21940
0711VWO,1111,7403,49278
0711WAK,1511,9493,34327
0711WAS,1106,6902,27545
0711WDC,158,989,3959
0711`WI,764,5575,21936
0711WOA,837,4810,18947
0711WRA,4155,21934,82461
0711WST,1460,11872,72288
0711YQS,3961,26040,107297
0712KNH,1765,11179,45006
0712KNT,1823,11369,45348
0712KRY,158,989,3959
0712KTR,158,989,3959
0712NGG,0,0,0
0713AYN,5969,30277,96106
0713DMM,172,1075,5796
0713KKY,0,0,0
0713KNS,2440,15165,52554
0713NBT,0,0,0
0713NGM,2440,35397,147271
0713WNG,0,0,0
08007IV,0,94,4870
080085_,1136,7105,28418
0800AAD,1067,6672,26219
0800AAN,1222,6936,26305
0800ACB,0,0,0
0800ACC,0,0,0
0800ACH,0,0,2937
0800AES,1136,7084,28274
0800AGP,1094,6843,27368
0800AIO,1114,6965,28262
0800AMA,0,0,0
0800AOO,1422,9246,34828
0800APA,1136,7105,28398
0800APD,1099,6814,26292
0800APH,451,3601,15031
0800ARM,1114,6965,27892
0800ARO,910,5628,20923
0800'AS,1099,6812,26272
0800ASG,0,0,0
0800BAC,1073,6665,26068
0800BAE,910,5573,19635
0800BAM,1119,6987,27164
0800BEC,1136,7103,28061
0800BKM,0,0,0
0800BYS,625,4033,16023
0800CCK,1009,13148,63864
0800CFL,1136,7074,27871
0800CHO,1123,6943,27597
0800CHR,1106,6903,27554
0800CIG,1095,6874,27526
0800CKH,0,0,0
0800COS,1114,6965,34525
0800COT,1114,7373,38542
0800DER,1136,7105,28293
0800DIM,886,4739,20585
0800DPT,1114,7004,28104
0800EAI,1096,6872,27499
0800EDS,1094,6868,27500
0800EIG,0,0,0
0800ELM,1114,6965,27917
0800EML,1136,7105,28408
0800ERE,1096,6878,27520
0800ETN,2266,12426,49293
0800EWA,0,0,0
0800GAT,0,0,0
0800GIT,0,0,0
0800GKS,910,5176,17788
0800GMG,1067,6660,24434
0800GPR,1092,6839,27360
0800GRP,1136,7099,28349
0800GSK,910,4871,16118
0800HEK,1096,6863,27428
0800HES,3220,20072,70199
0800HOS,913,5725,23140
0800HTA,0,0,0
0800IAS,0,0,0
0800IGB,0,0,0
0800IGL,1114,6965,27910
0800IML,1136,7105,28138
0800IMP,1067,6672,26878
0800ISK,538,3983,16957
0800JCR,1136,7102,28258
0800JGG,1114,6965,38683
0800JJ.,1120,7051,28275
0800KAH,0,0,0
0800KAS,0,754,5939
0800KBA,0,0,0
0800KBB,1098,6781,26144
0800KBL,1067,6664,26059
0800KBY,0,0,82
0800KGT,3068,14670,51880
0800KHC,0,0,0
0800KIN,0,0,1093
0800KIR,447,3528,15803
0800KKC,0,0,530
0800KKI,1136,7089,28276
0800KLH,1067,6712,27369
0800KMC,0,0,0
0800KMD,0,0,0
0800KMR,0,0,0
0800KNE,910,5164,14333
0800KNG,1136,7088,28236
0800KNN,0,800,9419
0800KNO,0,0,0
0800KRA,1013,6416,40115
0800KRN,1136,7105,28341
0800KSP,910,5689,20990
0800LAA,910,5616,19913
0800LKM,0,0,1251
0800LMI,1134,6987,27736
0800LNN,1114,6965,27989
0800LRS,1136,6869,26747
0800LUN,1067,6674,27040
0800LVI,910,5689,22462
0800LVW,910,5689,22722
0800LWE,910,5689,22891
0800MAG,525,3743,16097
0800MAY,1067,6672,26929
0800MGJ,1136,7103,28319
0800MMS,0,502,6787
0800MPS,1067,6672,26975
0800MRI,1135,7073,28164
0800MTG,0,0,0
0800MUI,1135,7072,28158
0800MUN,1136,7105,28372
0800MUS,1081,6786,27058
0800MWG,1136,7084,28219
0800MWM,61,2237,12372
0800N'A,0,0,0
0800NDJ,532,3127,16615
0800NGR,1137,6464,25492
0800NJG,1100,6817,26418
0800NKE,750,3843,15261
0800NMA,1135,7073,28166
0800NTD,1136,7105,28409
0800OAG,1097,6878,27530
0800ODO,2866,18801,71166
0800OG/,0,0,0
0800OID,1098,6883,27531
0800OKC,1136,7105,28371
0800OMO,2344,17808,70606
0800OOK,1495,9435,35203
0800ORI,1136,7081,28306
0800ORS,1134,7043,28025
0800OSO,2706,18436,70801
0800PBB,1136,7099,28009
0800PEP,910,5689,22759
0800PLP,1136,7103,28298
0800PMN,1136,7104,27989
0800PPN,1067,6689,26907
0800PPT,1067,6672,27052
0800PSC,1067,6780,27370
0800QPK,1136,7092,28240
0800RAH,3418,20057,58121
0800RAZ,0,0,3192
0800REG,0,0,0
0800RER,991,6015,24118
0800RGR,0,0,0
0800RHC,1096,6864,27429
0800RLN,1136,7105,28404
0800RRD,1114,7886,40197
0800SAC,0,0,2882
0800SAP,910,5689,22759
0800SFA,683,4241,16551
0800SHK,1240,7049,26809
0800SNN,1114,6965,27960
0800SRT,1067,6707,27085
0800STC,629,3940,15760
0800STR,1114,6970,28213
0800STT,1114,6965,28225
0800STY,1121,7020,28241
0800SWZ,0,0,0
0800TAC,451,3177,14078
0800TAS,1136,7089,27931
0800TCB,0,0,0
0800TGR,699,4335,17833
0800TIU,425,2989,17413
0800TOT,0,0,0
0800TRR,1136,7105,28415
0800TTM,1067,6672,26860
0800UAK,0,0,0
0800UNK,0,0,0
0800URI,0,0,0
0800UTH,0,1495,13149
0800UWI,0,0,0
0800VRJ,1127,7039,28159
0800WAR,0,0,0
0800WDC,1099,6880,27188
0800WHC,0,0,0
0800WHS,1067,6543,22653
0800WPB,1134,6979,27673
0800WST,1067,6710,27114
0800YAE,0,0,0
0800YSB,910,5706,23020
0800YUE,1067,6893,27307
0800YYA,1114,6965,28702
080185_,1136,7105,28419
0801AAL,0,0,0
0801ABE,1103,6776,26159
0801ACI,1114,6965,34338
0801ACR,1102,6483,25624
0801AEG,0,0,0
0801AEH,0,0,0
0801AFL,1033,8978,50076
0801AGM,0,1332,10567
0801AKA,0,0,0
0801AOA,1067,6681,26826
0801APH,468,3681,15264
0801ATI,1553,8845,27226
0801AUT,0,0,0
0801AWM,0,0,0
0801AYA,0,0,0
0801BCM,0,631,7513
0801BER,1136,7103,28068
0801BIL,1067,6678,27335
0801BKL,1067,6719,27377
0801BME,0,0,0
0801BPA,1136,7104,28299
0801BRD,1067,6672,26519
0801BRK,1110,6914,27596
0801BYS,652,4107,16199
0801C8J,326,1744,8532
0801CFY,1136,7070,27861
0801CHR,1108,6907,27560
0801CNG,0,0,0
0801COV,1114,7355,38447
0801CPS,1136,7103,28271
0801CUS,1608,9735,35905
0801DCR,1136,7105,28334
0801DEL,1036,6480,37924
0801DEP,482,2876,10792
0801DMN,0,0,0
0801DOS,0,0,0
0801DPR,1115,7006,28108
0801DRU,1067,6889,27309
0801ECK,502,2928,10884
0801EIV,1136,7105,28417
0801ELW,1067,6562,22631
0801FLF,552,3139,16039
0801GAC,0,825,6087
0801GCC,166,1336,7929
0801GIN,66,2273,15781
0801GMN,1067,6663,24503
0801GMU,0,0,0
0801GNN,0,0,0
0801GNW,1135,7073,28205
0801HAI,0,0,0
0801HAU,910,5689,22778
0801HBE,910,4391,11208
0801HIR,1117,6928,27580
0801HVW,910,5689,22816
0801IAO,1114,6967,28208
0801IEB,0,0,0
0801IF',0,0,0
0801IKR,1240,7163,26790
0801ILA,886,5834,22425
0801IMA,1240,7174,26566
0801IMP,1136,7105,28149
0801IOR,1136,7082,28311
0801IRA,1067,6698,26991
0801IUI,0,0,0
0801JCA,1136,7102,28258
0801JDU,0,0,0
0801JGG,1114,6965,37634
0801JGJ,1061,6634,26032
0801JNA,1136,7105,28398
0801KAC,1136,7092,28285
0801KAH,0,0,0
0801KAM,0,0,0
0801KAN,1136,7102,28293
0801KBI,1538,9510,30217
0801KBP,995,8043,27648
0801KBT,910,5689,21021
0801KBU,0,0,710
0801KGD,1136,7083,28228
0801KGH,0,69,2854
0801KHC,0,0,0
0801KIG,0,0,0
0801KIL,1136,7104,28280
0801KMP,0,0,0
0801KNG,1136,7088,28237
0801KNN,0,881,9555
0801KPR,1136,7105,28276
0801KRH,0,0,0
0801KRW,910,5634,20965
0801LIO,1104,6884,27476
0801LKM,0,0,1370
0801LKN,1133,7053,28176
0801LNI,1132,7052,28178
0801LNN,1114,6965,27983
0801LOT,1104,6893,27548
0801LVW,910,5689,22709
0801MAB,1136,7105,28410
0801MBM,0,0,0
0801MBR,0,0,0
0801MBT,0,0,0
0801MGI,1135,7061,27975
0801MNI,1135,7074,28167
0801MOS,0,0,0
0801MPS,1067,6672,26931
0801MSO,1136,6873,26759
